targetName,targetDomain,targetDefinition,conceptId,conceptName,vocabularyId,domainId,conceptClassId,status,goldStandard,notes
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",4176653,Alcoholic cerebellar degeneration,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",42537773,Synthetic cannabinoid dependence,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",4338025,Anxiolytic dependence,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",4338026,Benzodiazepine dependence,SNOMED,Condition,Disorder,SEED,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",4340493,Alcohol-induced acute pancreatitis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",437533,Amphetamine dependence,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",439005,Chronic alcoholism in remission,SNOMED,Condition,Disorder,SEED,PROXY,listed as exclusion
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",44782680,"Volatile inhalant dependence, episodic",SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcohol dependence,CONDITION,"Alcohol dependence is a chronic, relapsing neuro-behavioral disorder characterized by compulsive, maladaptive consumption of ethanol that produces neurobiological tolerance, a definable withdrawal syndrome upon reduction or cessation, and persistent loss of control over intake despite adverse physical, psychological, or social consequences. The condition is acquired after sustained, repetitive exposure to alcohol and is operationalized clinically by meeting diagnostic criteria for moderate or severe alcohol use disorder (DSM-5) or alcohol dependence syndrome (ICD-10), typically demonstrated through features such as craving, unsuccessful attempts to cut down, significant time spent obtaining or recovering from alcohol, and continued use in hazardous situations. Inclusion encompasses patients with documented physiological dependence, those receiving pharmacologic maintenance or relapse-prevention therapy (e.g., naltrexone, acamprosate, disulfiram), and individuals exhibiting objective signs of withdrawal or high tolerance. Exclusions include isolated acute alcohol intoxication, episodic binge drinking without physiologic dependence, historical dependence in full sustained remission, alcohol abuse/harmful use without tolerance or withdrawal, and dependence on other psychoactive substances.",45769910,Alcohol dependence resolved,SNOMED,Observation,Clinical Finding,SEED,PROXY,listed as exclusion
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",37164788,Alcoholic steatohepatitis,SNOMED,Condition,Disorder,SEED,TRUE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4340383,Alcoholic hepatitis,SNOMED,Condition,Disorder,SEED,TRUE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",1450344,Metabolic dysfunction and alcohol associated liver disease,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",196463,Alcoholic cirrhosis,SNOMED,Condition,Disorder,SEED,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",201343,Acute alcoholic liver disease,SNOMED,Condition,Disorder,SEED,PROXY,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",35625140,Chronic hepatitis C caused by Hepatitis C virus genotype 4,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",3654682,Chronic hepatitis C co-occurrent with human immunodeficiency virus infection,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",3654685,Chronic hepatitis B co-occurrent with hepatitis C and hepatitis D,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4009793,Chronic aggressive type B viral hepatitis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4026126,Recurrent hepatitis,SNOMED,Condition,Disorder,SEED,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4047762,Morel laminar sclerosis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",40483827,Inflammation of pancreas caused by alcohol,SNOMED,Condition,Disorder,SEED,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4055212,Bacterial portal cirrhosis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4058680,Fatty portal cirrhosis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4058681,Capsular portal cirrhosis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
Alcoholic hepatitis,CONDITION,"Alcoholic hepatitis is an acute-on-chronic inflammatory and necrotizing liver condition precipitated by sustained excessive ethanol consumption, characterized histologically by hepatocellular ballooning, steatosis, neutrophil-predominant lobular infiltrates, Malloryâ€“Denk bodies, and varying degrees of pericellular fibrosis. Clinically it manifests with recent onset or worsening of jaundice, tender hepatomegaly, and systemic inflammatory response, accompanied by laboratory evidence of predominantly hepatocellular injury with an aspartate aminotransferase (AST) level typically 50â€“400 IU/L, an AST-to-alanine aminotransferase (ALT) ratio >2, and total bilirubin usually exceeding 3 mg/dL. The entity encompasses mild, moderate, and severe forms stratified by prognostic scores such as the Maddrey Discriminant Function, MELD, or ABIC, and may occur on a background of alcoholic steatosis or pre-existing cirrhosis but is distinct from chronic alcoholic cirrhosis without active inflammation. It explicitly excludes non-alcoholic steatohepatitis, viral, autoimmune, ischemic, or drug-induced hepatitis, isolated alcoholic fatty liver without inflammatory injury, and any hepatic dysfunction primarily due to other systemic or congenital causes.",4059285,Pigmentary portal cirrhosis,SNOMED,Condition,Disorder,DESCENDANT,FALSE,NA
